CIK,Simulation,Year,Revenue,EBITDA,CapEx,Free Cash Flow,Net Income
0000002969,34,2025,16707248328.337008,3093095093.294582,6134477275.096692,-3041382181.80211,2319821319.9709363
0000002969,35,2024,13120252530.9136,2429016911.020806,4817423516.588783,-2388406605.5679774,1821762683.2656045
0000002969,35,2025,15469689789.971136,2863979791.513148,5680077209.866861,-2816097418.3537135,2147984843.634861
0000002969,36,2024,16384441237.301653,3033332228.1153617,6015950709.543838,-2982618481.428476,2274999171.086521
0000002969,36,2025,18861891224.55239,3491994734.8820124,6925607425.497553,-3433612690.6155405,2618996051.1615095
0000002969,37,2024,12270626119.260086,2271721392.7299995,4505462276.043242,-2233740883.313243,1703791044.5474997
0000002969,37,2025,11554407512.062351,2139124317.7291937,4242484993.159147,-2103360675.429953,1604343238.2968953
0000002969,38,2024,14818766451.36945,2743471150.881707,5441074691.318699,-2697603540.4369917,2057603363.1612804
0000002969,38,2025,15035192490.218208,2783539168.4073024,5520540836.249643,-2737001667.842341,2087654376.3054767
0000002969,39,2024,14163979059.666574,2622247139.0860486,5200653390.6064625,-2578406251.520414,1966685354.3145366
0000002969,39,2025,10598945386.076094,1962234912.8650556,3891663566.2017803,-1929428653.3367248,1471676184.6487918
0000002969,40,2024,15887763292.679008,2941379796.256533,5833583182.321441,-2892203386.0649076,2206034847.1924
0000002969,40,2025,15355843449.527624,2842902858.310562,5638275724.991633,-2795372866.6810713,2132177143.7329216
0000002969,41,2024,16120464721.081287,2984460956.7354217,5919025236.953211,-2934564280.217789,2238345717.551566
0000002969,41,2025,16882862122.153244,3125607339.075148,6198958200.153155,-3073350861.078007,2344205504.306361
0000002969,42,2024,16610563195.391678,3075195298.8801713,6098976949.774607,-3023781650.8944354,2306396474.1601286
0000002969,42,2025,18502306364.12311,3425423020.284919,6793576997.061837,-3368153976.7769184,2569067265.213689
0000002969,43,2024,13593969816.62505,2516718523.1143847,4991360472.986835,-2474641949.87245,1887538892.3357885
0000002969,43,2025,15687532741.900436,2904310129.1294556,5760063609.295886,-2855753480.1664305,2178232596.8470917
0000002969,44,2024,14158055023.631166,2621150393.144795,5198478235.0259695,-2577327841.8811746,1965862794.8585963
0000002969,44,2025,22211362735.01237,4112098877.1399484,8155448298.195334,-4043349421.055386,3084074157.8549614
0000002969,45,2024,15747460314.27405,2915404815.484688,5782067491.901384,-2866662676.4166965,2186553611.613516
0000002969,45,2025,16717031536.012726,3094906306.6711807,6138069420.492798,-3043163113.821617,2321179730.0033855
0000002969,46,2024,11309326272.07048,2093751221.8141909,4152497386.119592,-2058746164.3054013,1570313416.3606431
0000002969,46,2025,12592064300.499228,2331230824.9027414,4623486212.68489,-2292255387.7821484,1748423118.677056
0000002969,47,2024,11377616903.52048,2106394202.447795,4177571971.6227884,-2071177769.1749935,1579795651.8358462
0000002969,47,2025,13012208355.075293,2409014161.101915,4777752439.200026,-2368738278.0981107,1806760620.826436
0000002969,48,2024,15215049122.174389,2816836911.6901736,5586579623.716475,-2769742712.026301,2112627683.76763
0000002969,48,2025,16628923393.21023,3078594412.6461506,6105718348.122841,-3027123935.4766903,2308945809.484613
0000002969,49,2024,15806354364.335707,2926308160.768722,5803691891.362119,-2877383730.5933967,2194731120.5765414
0000002969,49,2025,20165975937.086304,3733426354.638191,7404434212.3282585,-3671007857.6900673,2800069765.9786434
0000002969,50,2024,13603490974.719025,2518481221.9624653,4994856400.431752,-2476375178.469287,1888860916.471849
0000002969,50,2025,14834118389.299124,2746313330.6919093,5446711533.035988,-2700398202.3440785,2059734998.0189319
0000002969,51,2024,10230843332.592335,1894086368.4077885,3756505840.786124,-1862419472.3783357,1420564776.3058414
0000002969,51,2025,11159820145.961773,2066072417.022621,4097602533.5934553,-2031530116.5708344,1549554312.7669656
0000002969,52,2024,10376685834.0854,1921086908.3469052,3810055503.397832,-1888968595.0509267,1440815181.260179
0000002969,52,2025,9261080577.928019,1714549417.7883084,3400433586.168744,-1685884168.3804357,1285912063.3412313
0000002969,53,2024,12807347619.959625,2371087285.1650643,4702532780.077873,-2331445494.912809,1778315463.8737984
0000002969,53,2025,12221230081.163174,2262576461.1372485,4487325305.35661,-2224748844.219362,1696932345.8529363
0000002969,54,2024,17711149805.893078,3278952313.6672044,6503084401.74474,-3224132088.077535,2459214235.2504034
0000002969,54,2025,22225029888.273445,4114629144.474242,8160466529.770495,-4045837385.296253,3085971858.3556814
0000002969,55,2024,11172686527.982042,2068454433.636802,4102326742.3060403,-2033872308.6692383,1551340825.2276015
0000002969,55,2025,13300794150.013742,2462441469.34421,4883713813.938378,-2421272344.594168,1846831102.0081577
